RCDTS,School Name,City,% ELA Proficiency,% Math Proficiency,% Science Proficiency
150162990252930,New Field Elem School,Chicago,35.4,35.4,
150162990252371,Newberry Elem Math & Science Acad,Chicago,39.2,21.8,26.9
150162990252072,Nicholson Technology Acad Elem Sch,Chicago,15.9,9.0,12.5
150162990252373,Nightingale Elem School,Chicago,30.0,19.6,24.2
150162990252823,Ninos Heroes Elem Academic Ctr,Chicago,27.8,10.8,20.0
150162990252374,Nixon Elem School,Chicago,21.2,15.3,*
150162990252375,Nobel Elem School,Chicago,25.7,9.9,16.0
15016299025044,Noble St Chtr - Mansueto,Chicago,35.8,18.2,40.9
15016299025029,Noble St Chtr Rauner College Prep,Chicago,29.8,11.3,22.5
15016299025040,Noble St Chtr-Baker Campus,Chicago,21.4,*,16.9
15016299025039,Noble St Chtr-Butler College Prep - Crimson,Chicago,24.7,7.6,27.6
15016299025034,Noble St Chtr-Chicago Bulls Prep,Chicago,37.6,16.1,33.1
15016299025032,Noble St Chtr-Comer College Prep,Chicago,32.7,9.8,22.4
15016299025038,Noble St Chtr-DRW Trading College Prep,Chicago,*,*,21.7
15016299025031,Noble St Chtr-Golder College Prep,Chicago,32.3,16.4,32.9
15016299025037,Noble St Chtr-Hansberry College Prep - Silver,Chicago,26.0,*,26.8
15016299025042,Noble St Chtr-ITW Speer Acad,Chicago,41.9,21.9,41.7
15016299025036,Noble St Chtr-Johnson College Prep,Chicago,22.0,*,14.4
15016299025035,Noble St Chtr-Muchin College Prep,Chicago,35.1,14.3,30.2
15016299025041,Noble St Chtr-Noble Campus,Chicago,54.1,28.7,45.9
15016299025028,Noble St Chtr-Pritzker College Prep,Chicago,39.2,19.8,38.4
15016299025030,Noble St Chtr-Rowe-Clark MS Acad,Chicago,14.1,*,21.2
15016299025043,Noble St Chtr-The Noble Academy,Chicago,41.8,14.6,24.6
15016299025033,Noble St Chtr-UIC College Prep,Chicago,36.5,13.7,28.8
15016299025084,North Lawndale Prep Chtr - Christiana,Chicago,*,*,*
15016299025046,North Lawndale Prep Chtr-Collins,Chicago,*,*,*
150162990252935,North River Elem School,Chicago,22.7,11.7,26.0
150162990250825,North-Grand High School,Chicago,26.2,11.2,30.0
150162990250794,Northside College Preparatory Hs,Chicago,95.4,89.4,92.0
150162990252915,Northwest Middle School,Chicago,22.5,7.5,11.7
150162990252376,Norwood Park Elem School,Chicago,67.9,48.0,62.0
150162990252380,Ogden Elem School,Chicago,33.1,22.1,29.6
150162990250855,Ogden Int High School,Chicago,52.8,21.1,47.2
150162990252381,Oglesby Elem School,Chicago,24.3,8.4,*
150162990252382,OKeeffe Elem School,Chicago,26.8,8.7,13.2
150162990252383,Onahan Elem School,Chicago,68.0,50.2,49.2
150162990252384,Oriole Park Elem School,Chicago,70.0,61.2,58.5
150162990252842,Orozco Elem Fine Arts & Sciences,Chicago,48.1,34.2,59.2
150162990250847,Orr Academy High School,Chicago,*,*,*
150162990252898,Ortiz De Dominguez Elem School,Chicago,*,*,
150162990252386,Otis Elem School,Chicago,21.0,9.3,*
150162990252387,OToole Elem School,Chicago,18.2,9.6,*
150162990252389,Owen Elem Scholastic Academy,Chicago,44.9,19.8,*
150162990252222,Owens Community Academy ES,Chicago,37.3,13.5,19.5
150162990252391,Palmer Elem School,Chicago,45.3,25.6,41.4
150162990252394,Park Manor Elem School,Chicago,27.0,6.8,*
150162990252392,Parker Elem Community Academy,Chicago,24.4,5.5,*
150162990252395,Parkside Elem Community Academy,Chicago,30.2,8.8,*
150162990252396,Pasteur Elem School,Chicago,56.3,60.3,
150162990250796,Payton College Preparatory HS,Chicago,93.8,91.7,91.7
150162990252398,Peck Elem School,Chicago,37.1,26.2,
150162990252399,Peirce Elem Intl Studies School,Chicago,53.0,35.3,44.9
150162990252400,Penn Elem School,Chicago,11.5,*,*
150162990252864,Perez Elem School,Chicago,53.4,19.6,31.1
15016299025053,Perspectives Chtr -  IIT Campus,Chicago,20.6,*,16.9
15016299025052,Perspectives Chtr - High School of Technology,Chicago,22.5,*,15.0
15016299025050,Perspectives Chtr - Joslin Campus,Chicago,23.2,9.2,16.0
15016299025051,Perspectives Chtr - Leadership Acad,Chicago,20.7,*,10.2
150162990252403,Peterson Elem School,Chicago,49.2,37.2,44.8
150162990250034,Phillips Academy High School,Chicago,12.0,*,12.0
150162990250803,Phoenix Military Academy HS,Chicago,34.7,13.3,28.0
150162990252385,Piccolo Elem Specialty School,Chicago,29.8,10.2,22.8
150162990252404,Pickard Elem School,Chicago,61.3,30.1,23.8
150162990252289,Pilsen Elem Community Academy,Chicago,22.7,9.2,*
150162990252405,Pirie Elem Fine Arts & Academic C,Chicago,25.2,10.8,*
150162990252406,Plamondon Elem School,Chicago,29.3,19.0,*
150162990252951,Plato Learning Acad  Elem School,Chicago,*,*,*
150162990252809,Poe Elem Classical School,Chicago,93.8,80.1,82.5
15016299025226,Polaris Elem Charter Academy,Chicago,24.2,5.9,*
150162990252409,Portage Park Elem School,Chicago,46.3,27.8,29.2
150162990252785,Powell Elem Paideia Comm Academy,Chicago,30.0,7.9,14.7
150162990252410,Prescott Elem School,Chicago,83.7,66.9,70.8
150162990252958,Prieto Math-Science Elem Sch,Chicago,37.7,14.8,27.5
150162990252510,Pritzker Elem School,Chicago,78.4,67.0,69.8
150162990250534,Prosser Career Academy HS,Chicago,39.0,12.0,33.9
15016299025224,Providence-Englewood Elem Charter,Chicago,29.2,19.2,12.5
150162990252412,Prussing Elem School,Chicago,45.3,28.5,34.8
150162990252413,Pulaski Intl Sch of Chicago,Chicago,62.9,47.2,59.3
150162990252414,Pullman Elem School,Chicago,34.5,12.0,17.6
150162990250826,Raby High School,Chicago,*,*,*
150162990252807,Randolph Elem School,Chicago,15.5,5.9,*
150162990252416,Ravenswood Elem School,Chicago,80.3,55.8,58.0
150162990252417,Ray Elem School,Chicago,36.5,24.7,30.8
150162990252419,Reavis Elem Math & Sci Spec Schl,Chicago,22.3,7.1,*
150162990252421,Reilly Elem School,Chicago,32.3,14.3,17.2
150162990252422,Reinberg Elem School,Chicago,33.5,16.4,21.8
150162990252423,Revere Elem School,Chicago,18.5,9.4,*
150162990250536,Richards Career Academy HS,Chicago,*,*,*
150162990252970,Richardson Middle School,Chicago,35.6,18.7,18.9
150162990250828,Rickover Naval Academy High Schl,Chicago,30.2,17.2,32.8
150162990252724,Robinson Elem School,Chicago,*,*,
150162990252426,Rogers Elem School,Chicago,60.6,42.5,48.6
150162990250035,Roosevelt High School,Chicago,22.7,7.1,19.2
15016299025230,Rowe Elementary,Chicago,21.0,7.7,8.7
150162990253735,Rudolph Elem Learning Center,Chicago,,,
150162990252428,Ruggles Elem School,Chicago,40.7,12.9,*
150162990252867,Ruiz Elem School,Chicago,32.3,16.0,33.3
150162990252138,Ruth Bader Ginsburg Elementary,Chicago,39.9,25.0,33.3
150162990252429,Ryder Elem Math & Sci Spec School,Chicago,24.7,11.7,*
150162990252828,Sabin Elem Magnet School,Chicago,15.1,10.1,19.7
150162990252969,Sadlowski Elementary School,Chicago,25.4,18.5,32.1
150162990252706,Salazar Elem Bilingual Center,Chicago,27.3,16.8,25.4
150162990252914,Sandoval Elem School,Chicago,31.5,32.8,26.0
150162990252434,Sauganash Elem School,Chicago,80.0,72.7,65.0
150162990252435,Sawyer Elem School,Chicago,27.0,19.6,19.9
150162990252436,Sayre Elem Language Academy,Chicago,37.3,25.8,31.2
150162990252438,Scammon Elem School,Chicago,38.2,23.1,20.5
150162990252442,Schmid Elem School,Chicago,21.5,11.7,*
150162990250835,School of Social Justice HS,Chicago,26.6,*,21.9
150162990252444,Schubert Elem School,Chicago,28.1,18.3,*
150162990250036,Schurz High School,Chicago,18.3,12.5,15.9
150162990250037,Senn High School,Chicago,44.9,26.3,43.3
150162990252446,Seward Elem Communication Arts Ac,Chicago,23.4,14.4,*
150162990252451,Sheridan Elem Math & Science Acad,Chicago,75.1,70.1,60.7
150162990252453,Sherman Elem School,Chicago,22.3,10.8,*
150162990252454,Sherwood Elem School,Chicago,23.7,14.2,*
150162990252455,Shields Elem School,Chicago,26.5,21.5,
150162990252968,Shields Middle School,Chicago,38.0,13.2,24.1
150162990252456,Shoesmith Elem School,Chicago,32.9,18.4,*
150162990252457,Shoop Math-Sci Tech Elem Academy,Chicago,30.2,13.0,13.5
150162990250537,Simeon Career Academy High School,Chicago,15.5,9.8,24.0
150162990252458,Skinner Elem School,Chicago,76.3,69.7,62.1
150162990252959,Skinner North Elem Sch,Chicago,97.4,95.6,89.5
150162990252768,Smith  W Elem School,Chicago,26.4,8.7,*
150162990252459,Smyser Elem School,Chicago,42.6,27.3,42.6
150162990252460,Smyth  J Elem School,Chicago,14.8,*,*
150162990252461,Solomon Elem School,Chicago,56.5,41.5,42.2
150162990250859,Solorio Academy High School,Chicago,40.1,27.6,36.1
150162990252971,Sor Juana Ines de la Cruz,Chicago,78.3,63.5,61.5
150162990252855,South Loop Elem School,Chicago,75.8,56.9,64.8
150162990252960,South Shore Fine Arts Elem Sch,Chicago,37.9,20.6,*
150162990250860,South Shore Intl Col Prep HS,Chicago,54.2,34.3,42.3
150162990252462,Spencer Technology Acad Elem Sch,Chicago,24.6,13.1,*
150162990250818,Spry Community Links High School,Chicago,*,*,*
150162990252469,Spry Elem Community School,Chicago,21.3,8.6,*
150162990252464,Stagg Elem School,Chicago,20.3,12.4,*
150162990250041,Steinmetz College Prep HS,Chicago,17.1,5.8,23.1
150162990252967,STEM Magnet Academy Elem,Chicago,73.4,60.3,59.7
150162990252465,Stevenson Elem School,Chicago,37.6,21.2,25.3
150162990253762,Stock Early Childhood Center,Chicago,,,
150162990252468,Stone Elem Scholastic Academy,Chicago,79.0,52.1,47.4
150162990252472,Stowe Elem School,Chicago,22.4,12.9,*
150162990252941,Suder Montessori Elem Magnet Schl,Chicago,46.3,25.3,21.1
150162990252474,Sullivan Elem School,Chicago,20.7,5.6,*
150162990250042,Sullivan High School,Chicago,12.4,11.3,16.5
150162990252475,Sumner Elem Math & Sci Comm Acad,Chicago,52.6,29.8,*
150162990252476,Sutherland Elem School,Chicago,51.3,31.5,38.7
150162990252477,Swift Elem Specialty School,Chicago,36.5,24.5,20.0
150162990250043,Taft High School,Chicago,56.6,37.6,49.7
150162990252478,Talcott Elem School,Chicago,32.3,23.7,17.4
150162990252926,Talman Elem School,Chicago,50.3,29.4,34.3
150162990252479,Tanner Elem School,Chicago,20.5,*,*
150162990252943,Tarkington Elem School,Chicago,39.5,18.6,17.8
150162990252480,Taylor Elem School,Chicago,25.8,15.9,16.7
150162990252901,Telpochcalli Elem School,Chicago,34.1,15.4,22.7
150162990253787,Thomas Early Childhood Center,Chicago,,,
150162990250022,Thomas Kelly College Preparatory,Chicago,23.3,9.8,16.3
150162990252484,Thorp  J N Elem School,Chicago,24.0,7.3,*
150162990252486,Thorp  O A Elem Scholastic Acad,Chicago,65.3,50.4,48.7
150162990250044,Tilden Career Communty Academy HS,Chicago,*,*,*
150162990252766,Till Elem Math & Science Academy,Chicago,10.8,*,*
150162990252487,Tilton Elem School,Chicago,16.2,*,*
150162990252826,Turner-Drew Elem Language Academy,Chicago,48.9,36.0,36.8
150162990252490,Twain Elem School,Chicago,61.0,32.1,30.5
15016299025281,Univ of Chicago Chtr-Donoghue,Chicago,43.0,25.6,24.1
15016299025258,Univ of Chicago Chtr-Nth Kenwood,Chicago,41.4,34.9,32.6
15016299025107,Univ of Chicago Chtr-Woodlawn,Chicago,31.3,6.1,23.8
150162990250829,Uplift Community High School,Chicago,*,*,*
15016299025013,Urban Prep Chtr Acad Bronzeville HS,Chicago,*,*,*
15016299025010,Urban Prep Chtr Acad Englewood HS,Chicago,*,*,*
150162990252491,Vanderpoel Elem Magnet School,Chicago,43.1,10.2,*
150162990253781,Vick Early Childhood & Family Ctr,Chicago,,,
150162990252494,Volta Elem School,Chicago,22.2,16.9,17.9
150162990250046,Von Steuben Metro Science HS,Chicago,65.9,45.1,57.3
150162990252497,Wacker Elem School,Chicago,31.3,15.7,*
150162990252498,Wadsworth Elem School,Chicago,27.1,8.4,*
150162990252500,Walsh Elem School,Chicago,30.5,23.4,45.0
150162990250863,Walter Henri Dyett High School for the Arts,Chicago,7.2,*,15.8
150162990252501,Ward  J Elem School,Chicago,62.6,63.3,56.6
150162990252767,Ward  L Elem School,Chicago,16.0,*,*
150162990252502,Warren Elem School,Chicago,35.2,10.4,20.5
150162990252503,Washington  G Elem School,Chicago,61.7,31.6,39.3
150162990252401,Washington  H Elem School,Chicago,32.9,*,*
150162990250048,Washington G High School,Chicago,29.8,10.6,24.7
150162990252504,Waters Elem School,Chicago,68.9,63.8,66.2
150162990252505,Webster Elem School,Chicago,32.4,40.0,*
150162990250049,Wells Community Academy HS,Chicago,*,*,*
150162990252902,Wells Preparatory Elem Academy,Chicago,53.6,21.4,18.6
150162990252506,Wentworth Elem School,Chicago,14.0,5.2,*
150162990252908,West Park Elem Academy,Chicago,34.9,13.3,17.9
150162990252965,West Ridge Elem School,Chicago,39.8,30.8,15.7
150162990252507,Westcott Elem School,Chicago,18.7,6.8,*
150162990250857,Westinghouse High School,Chicago,55.5,31.0,51.1
150162990252512,Whistler Elem School,Chicago,34.8,13.9,*
150162990252729,White Elem Career Academy,Chicago,41.8,*,*
150162990252513,Whitney Elem School,Chicago,27.1,15.8,28.6
150162990252514,Whittier Elem School,Chicago,16.9,12.4,*
150162990252516,Wildwood Elem School,Chicago,67.5,65.5,56.4
150162990252097,William H Brown STEM Magnet Elementary School,Chicago,33.9,18.0,31.4
150162990250856,Williams Medical Prep High Sch,Chicago,*,*,*
150162990252903,Woodlawn Elem Community School,Chicago,39.0,12.2,*
150162990252521,Woodson South Elem School,Chicago,22.8,5.8,*
150162990250830,World Language High School,Chicago,39.2,*,17.6
150162990252542,Yates Elem School,Chicago,23.2,12.8,*
15016299025073,YCCS Chtr - Chatham,Chicago,*,*,*
15016299025071,YCCS West,Chicago,*,*,*
15016299025055,YCCS- McKinley-Lakeside Leadership Academy,Chicago,*,*,*
15016299025062,YCCS-Albizu Campos Puerto Rican HS,Chicago,*,*,*
15016299025056,YCCS-ASPIRA Pantoja Alt HS,Chicago,*,*,*
15016299025057,YCCS-Association House,Chicago,*,*,*
15016299025059,YCCS-CCA Academy HS,Chicago,*,*,*
15016299025061,YCCS-Community Youth Dev Inst HS,Chicago,*,*,*
15016299025063,YCCS-Innovations of Arts Integr HS,Chicago,*,*,*
15016299025065,YCCS-Latino Youth Alternative HS,Chicago,*,*,*
15016299025066,YCCS-Olive Harvey Mid College HS,Chicago,*,*,*
15016299025060,YCCS-Progressive Leadership Academy,Chicago,*,*,*
15016299025054,YCCS-Scholastic Achievement HS,Chicago,*,*,*
15016299025067,YCCS-Sullivan House Alt HS,Chicago,*,*,*
15016299025068,YCCS-Truman Middle College HS,Chicago,*,*,*
15016299025070,YCCS-West Town Academy Alt HS,Chicago,*,*,*
15016299025072,YCCS-Youth Connection Leadership Academy,Chicago,*,*,*
150162990252525,Young Elem School,Chicago,22.6,7.8,17.7
150162990250764,Young Magnet High School,Chicago,93.8,92.2,91.8
150162990252897,Zapata Elem Academy,Chicago,38.7,19.4,27.7
15016901025201,Horizon Science Acad-Belmont Charter Sch,Chicago,50.6,28.0,23.4
15016900025201,Horizon Science Acad-McKinley Park Charter Sch,Chicago,63.6,37.5,39.2
601054280303050,IYC Chicago,Chicago,,,
15016905025001,Intrinsic 2 Charter High School,Chicago,29.4,12.8,32.3
